flight_no,airline,origin,destination,dep_hour,weather,delay_minutes
B61203,SpiceJet,JFK,SJU,15,STORM,-4
B6915,Vistara,JFK,SFO,15,SUNNY,-17
B6183,GoAir,JFK,MCO,15,RAIN,-7
DL1527,Delta,ATL,FLL,16,RAIN,-1
DL1632,Delta,PBI,LGA,16,FOG,-22
DL1696,Delta,LGA,ATL,16,RAIN,-24
DL1727,Delta,TPA,DTW,16,SNOW,-11
DL1804,Delta,SRQ,DTW,16,CLEAR,-7
DL1910,Delta,DFW,ATL,16,SUNNY,-23
DL2160,Delta,ATL,MIA,16,SUNNY,0
DL868,Delta,PDX,LAX,16,CLEAR,45
DL1077,Delta,RDU,ATL,16,SNOW,-8
DL2238,Delta,DCA,ATL,16,CLEAR,1
DL2393,Delta,MCO,LGA,16,RAIN,-36
DL2771,Delta,SFO,LAX,16,CLEAR,69
DL2784,Delta,JFK,ORD,16,CLOUDY,39
EV3809,Akasa Air,ORD,IND,16,FOG,-8
EV4743,SpiceJet,ORD,GSP,16,FOG,-7
EV4880,Akasa Air,LGA,CLT,16,FOG,9
F9910,SpiceJet,DTW,TTN,16,CLOUDY,-7
F91493,Vistara,IAD,ATL,16,CLOUDY,-18
HA293,SpiceJet,OGG,HNL,16,RAIN,5
MQ3533,Vistara,STL,DFW,16,RAIN,4
NK641,Spirit Airlines,BOS,LAS,16,FOG,125
OO2978,IndiGo,PHX,DRO,16,SUNNY,-19
OO2959,Vistara,PHX,GJT,16,SUNNY,-8
OO3486,SpiceJet,SEA,OAK,16,STORM,-10
OO4686,IndiGo,RAP,MSP,16,CLEAR,5
OO5328,Akasa Air,DEN,MKE,16,CLOUDY,-25
OO5601,Akasa Air,SFO,EUG,16,FOG,30
UA459,Akasa Air,ORD,DEN,16,STORM,36
UA533,AirAsia,ORD,LGA,16,SUNNY,-4
UA1290,Akasa Air,ORD,IAH,16,RAIN,-2
UA1294,Air India,MCO,EWR,16,SUNNY,-15
UA1644,Akasa Air,IAH,MCO,16,RAIN,-12
UA1999,IndiGo,IAH,EWR,16,RAIN,2
UA209,SpiceJet,IAD,LAX,16,SUNNY,0
NK188,Spirit Airlines,DTW,LGA,16,CLOUDY,3
OO5352,AirAsia,MKE,DEN,16,FOG,14
WN3297,AirAsia,DAL,HOU,16,RAIN,-4
WN2197,IndiGo,DCA,DAL,16,STORM,20
WN2074,Air India,DCA,MCO,16,CLOUDY,-14
WN5548,GoAir,DEN,AUS,16,STORM,-2
WN5216,GoAir,ATL,RIC,16,SUNNY,11
WN5669,Vistara,AUS,DAL,16,RAIN,-16
WN161,Air India,BDL,MCO,16,RAIN,77
WN3823,Akasa Air,BWI,BOS,16,STORM,-8
WN5405,SpiceJet,SMF,SAN,16,CLOUDY,51
WN728,SpiceJet,TPA,MEM,16,FOG,-3
WN390,AirAsia,FLL,MSY,16,CLOUDY,-1
WN6366,Air India,HOU,STL,16,RAIN,-3
WN3322,AirAsia,IND,BOS,16,FOG,20
WN2333,Air India,IND,TPA,16,SUNNY,-5
WN1678,IndiGo,LAS,MCO,16,CLEAR,-11
WN3797,IndiGo,MAF,DAL,16,STORM,14
WN2555,AirAsia,MDW,BNA,16,RAIN,-4
WN313,AirAsia,MDW,STL,16,SUNNY,30
WN269,Air India,MSY,PHX,16,CLEAR,12
WN5212,GoAir,PHX,DAL,16,CLEAR,-5
WN5502,IndiGo,RDU,BWI,16,STORM,2
WN3045,GoAir,SAN,LAS,16,FOG,-6
WN1284,AirAsia,SAN,SFO,16,CLEAR,-9
AA1146,American Airlines,LGA,DFW,16,CLEAR,4
AA1404,American Airlines,BOS,ORD,16,CLOUDY,-8
AA1540,American Airlines,HDN,DFW,16,SNOW,-25
AA2513,American Airlines,LAX,ATL,16,STORM,-27
AA551,American Airlines,PHX,DFW,16,CLOUDY,8
AA559,American Airlines,CLT,PHL,16,SUNNY,-2
AA1854,American Airlines,PHX,CLT,16,SNOW,-9
AA1880,American Airlines,FLL,DCA,16,SNOW,-16
AA2094,American Airlines,BNA,LAX,16,SNOW,8
AA2145,American Airlines,DCA,LGA,16,SNOW,-34
B62224,Akasa Air,MCO,DCA,16,RAIN,-15
B6543,AirAsia,EWR,PBI,16,CLEAR,10
AS14,Alaska Airlines,SEA,EWR,16,SUNNY,25
AS479,Alaska Airlines,LAX,SEA,16,SUNNY,-6
EV4158,SpiceJet,BOS,CLE,16,FOG,-15
EV4981,IndiGo,MKE,LGA,16,SNOW,-26
UA445,GoAir,DEN,IAH,16,FOG,9
UA542,Akasa Air,IAD,DEN,16,CLOUDY,7
AA1329,American Airlines,SJU,ORD,16,STORM,-21
EV4554,Vistara,GRK,IAH,16,RAIN,-4
NK360,Spirit Airlines,LAS,PDX,16,STORM,-1
AA1373,American Airlines,JAX,DFW,16,STORM,-17
HA192,SpiceJet,HNL,ITO,16,SNOW,13
AA1100,American Airlines,EGE,DFW,16,STORM,-26
DL138,Delta,MCO,DTW,16,CLOUDY,7
OO5573,Akasa Air,ORD,SBN,16,CLEAR,-7
OO6287,SpiceJet,SBA,SFO,16,CLOUDY,-16
AA351,American Airlines,IAH,DFW,16,STORM,-3
DL2205,Delta,JFK,MSP,16,SUNNY,-7
DL2586,Delta,ATL,MCO,16,CLEAR,30
DL2658,Delta,ATL,LIT,16,CLOUDY,-4
DL2827,Delta,JFK,MCO,16,CLEAR,-9
EV2751,Vistara,DFW,LFT,16,STORM,1
EV5155,Vistara,ATL,AEX,16,CLOUDY,-11
EV5551,IndiGo,JAN,ATL,16,STORM,-14
HA219,GoAir,OGG,LIH,16,RAIN,3
MQ3250,SpiceJet,ASE,DFW,16,FOG,-19
OO2954,SpiceJet,FLG,PHX,16,CLEAR,13
OO2956,SpiceJet,YUM,PHX,16,SUNNY,-11
OO3427,Vistara,OKC,SEA,16,CLEAR,-37
OO5247,Vistara,LAX,BOI,16,CLEAR,-26
UA451,SpiceJet,ORD,LAS,16,SNOW,0
UA616,IndiGo,ORD,DCA,16,STORM,9
UA681,IndiGo,ORD,SFO,16,STORM,-24
UA1554,Air India,EWR,BOS,16,SUNNY,33
WN3744,SpiceJet,DEN,OAK,16,CLEAR,-2
WN1672,Air India,ATL,DCA,16,CLEAR,-19
WN778,AirAsia,ATL,RDU,16,SNOW,10
WN1754,IndiGo,AUS,LBB,16,RAIN,NA
WN590,AirAsia,HOU,BWI,16,FOG,-18
WN2137,GoAir,LAX,ABQ,16,SNOW,32
WN3025,Akasa Air,MDW,OAK,16,RAIN,-6
WN2818,Vistara,MKE,LAS,16,CLOUDY,-12
WN6032,Akasa Air,OAK,SEA,16,SNOW,2
WN3282,Air India,ONT,LAS,16,STORM,6
WN2086,IndiGo,SAN,OAK,16,STORM,-6
WN2847,GoAir,SAN,TUS,16,SUNNY,49
AA1000,American Airlines,TPA,DFW,16,SUNNY,-9
AA357,American Airlines,SAT,DFW,16,CLEAR,-11
AA1195,American Airlines,PHL,MIA,16,CLOUDY,17
AA1513,American Airlines,COS,DFW,16,STORM,-9
AA1562,American Airlines,GUC,DFW,16,RAIN,-19
AA1646,American Airlines,DFW,TUL,16,STORM,31
AA574,American Airlines,PHX,TPA,16,RAIN,12
AA709,American Airlines,PHL,SFO,16,SNOW,-14
AA1741,American Airlines,DCA,PBI,16,CLEAR,-10
AA1840,American Airlines,RDU,CLT,16,CLEAR,3
B6641,GoAir,BOS,CLE,16,CLOUDY,-5
B6823,IndiGo,DCA,MCO,16,SNOW,42
DL2445,Delta,ATL,DAL,16,CLEAR,-6
NK174,Spirit Airlines,FLL,LGA,16,SUNNY,-12
OO4597,Air India,DTW,FWA,16,STORM,5
UA1532,SpiceJet,DCA,DEN,16,CLOUDY,-6
EV2776,IndiGo,TLH,DFW,16,SUNNY,-6
MQ3163,IndiGo,LBB,DFW,16,CLEAR,1
NK600,Spirit Airlines,FLL,ATL,16,CLOUDY,8
OO6398,Vistara,SAT,SFO,16,CLEAR,7
AA1289,American Airlines,STL,ORD,16,RAIN,6
DL1814,Delta,PNS,ATL,16,RAIN,-7
DL1312,Delta,CVG,LAS,16,STORM,15
UA774,Air India,TPA,DEN,16,CLOUDY,-11
UA817,SpiceJet,ORD,PDX,16,STORM,-24
UA1641,SpiceJet,ORD,SEA,16,SUNNY,-36
OO6437,GoAir,DFW,SFO,16,SNOW,36
AA2347,American Airlines,CMH,DFW,16,FOG,5
DL1663,Delta,ATL,MKE,16,SUNNY,-3
DL1347,Delta,ATL,CMH,16,FOG,2
DL2272,Delta,ATL,SRQ,16,CLOUDY,-13
DL2835,Delta,SEA,SLC,16,STORM,-8
EV4244,Vistara,EWR,TYS,16,SNOW,10
EV4924,GoAir,ATL,CLE,16,SNOW,2
EV5496,SpiceJet,ATL,TRI,16,CLOUDY,-14
F9422,Air India,DEN,ATL,16,SUNNY,-16
HA18,Air India,HNL,LAS,16,FOG,-19
MQ3067,Akasa Air,MSN,ORD,16,FOG,-17
MQ3464,Akasa Air,JFK,BWI,16,CLOUDY,-8
OO2955,GoAir,MRY,PHX,16,CLEAR,-7
OO5426,Akasa Air,RDD,SFO,16,FOG,-15
MQ3225,SpiceJet,GJT,DFW,16,CLEAR,-19
UA73,IndiGo,SFO,HNL,16,RAIN,-16
UA382,GoAir,ORD,PHX,16,SUNNY,14
VX486,SpiceJet,LAX,LAS,16,CLEAR,2
WN3383,Vistara,CMH,TPA,16,STORM,31
WN1573,Air India,ABQ,LAS,16,RAIN,3
WN795,IndiGo,ATL,IND,16,FOG,1
WN3453,Vistara,BOS,BWI,16,SUNNY,-5
WN1340,GoAir,BUR,SMF,16,SNOW,67
WN5086,Air India,BWI,BUF,16,RAIN,20
WN3930,Akasa Air,BWI,ROC,16,SUNNY,-4
WN1450,SpiceJet,SMF,BUR,16,SUNNY,-7
WN3763,IndiGo,SMF,LAX,16,CLOUDY,-3
WN5488,Akasa Air,SNA,PDX,16,FOG,3
WN1563,Air India,DEN,SLC,16,SUNNY,99
WN3558,Vistara,FLL,RDU,16,SNOW,-13
WN3422,Akasa Air,LAS,HOU,16,CLOUDY,5
WN3417,AirAsia,LAS,RNO,16,CLOUDY,17
WN3029,Vistara,LAX,DEN,16,CLEAR,26
WN3465,Akasa Air,MSP,PHX,16,STORM,-4
WN1593,AirAsia,OAK,SNA,16,RAIN,-5
WN3584,SpiceJet,PHX,ATL,16,SNOW,-23
WN3340,SpiceJet,PIT,TPA,16,CLEAR,13
WN3866,GoAir,SAT,LAX,16,CLEAR,-2
AA546,American Airlines,CLT,DFW,16,SUNNY,44
AA553,American Airlines,PHX,FLL,16,CLEAR,-28
AA755,American Airlines,PHL,LAX,16,SUNNY,-5
AA761,American Airlines,CLT,MIA,16,RAIN,-16
AA1886,American Airlines,CLT,RIC,16,FOG,15
AA2108,American Airlines,CLT,BOS,16,CLEAR,-9
B626,GoAir,TPA,JFK,16,SUNNY,-2
B61969,Akasa Air,BOS,FLL,16,SUNNY,5
B61237,Air India,BOS,DTW,16,FOG,17
DL1138,Delta,ATL,CVG,16,SNOW,-6
B61266,AirAsia,RSW,BOS,16,CLOUDY,-16
EV4447,SpiceJet,BHM,IAH,16,RAIN,-8
EV5348,Akasa Air,ATL,LEX,16,CLEAR,-11
OO5584,SpiceJet,LAX,DFW,16,CLOUDY,-29
AA88,American Airlines,MIA,LGA,16,SUNNY,-14
DL2462,Delta,FLL,DTW,16,FOG,-1
UA825,SpiceJet,IAH,DEN,16,CLEAR,-1
B61640,AirAsia,RSW,LGA,16,RAIN,1
MQ3545,GoAir,LFT,DFW,16,RAIN,-19
OO5470,SpiceJet,SFO,SMF,16,CLEAR,-16
AA1765,American Airlines,CLT,MCI,16,FOG,-4
AA2050,American Airlines,CLT,LGA,16,CLOUDY,5
B6348,SpiceJet,LGB,OAK,16,CLEAR,-9
DL1955,Delta,ATL,LAX,16,FOG,40
DL1977,Delta,ATL,ORD,16,CLOUDY,7
DL1328,Delta,ATL,SAN,16,RAIN,-1
DL2524,Delta,VPS,ATL,16,SNOW,-11
EV4143,AirAsia,MKE,EWR,16,SUNNY,-19
EV4211,Vistara,IAH,XNA,16,CLOUDY,-4
EV4964,SpiceJet,ATL,IAH,16,STORM,-3
MQ3420,AirAsia,COU,ORD,16,FOG,-12
NK323,Spirit Airlines,MSP,LAX,16,FOG,5
NK484,Spirit Airlines,DFW,PHL,16,CLEAR,-21
NK904,Spirit Airlines,DFW,MCO,16,RAIN,246
OO2960,Akasa Air,PHX,FLG,16,STORM,-13
OO5638,Akasa Air,SFO,SBA,16,FOG,-9
UA651,AirAsia,TPA,ORD,16,SUNNY,-16
UA1160,AirAsia,ORD,SNA,16,RAIN,-12
UA1170,GoAir,LAX,HNL,16,SNOW,-21
WN5512,AirAsia,BNA,RDU,16,SUNNY,8
WN933,Akasa Air,BWI,ORF,16,RAIN,0
WN3359,Akasa Air,BWI,TPA,16,RAIN,-9
WN5536,SpiceJet,FLL,PIT,16,CLEAR,-5
WN5025,IndiGo,HOU,MSY,16,CLOUDY,2
WN3591,Akasa Air,LAS,IAD,16,SNOW,-27
WN240,Vistara,LAS,SJC,16,SUNNY,44
WN2249,SpiceJet,LAX,MCI,16,FOG,23
WN5414,SpiceJet,MDW,CLT,16,SNOW,6
WN3356,GoAir,PDX,LAS,16,CLOUDY,1
WN2978,Air India,PHX,STL,16,STORM,5
AA17,American Airlines,JFK,SFO,16,FOG,-22
AA353,American Airlines,LAX,SFO,16,CLOUDY,-17
AA412,American Airlines,PHX,DTW,16,SUNNY,-21
AA422,American Airlines,SJC,PHX,16,FOG,20
AA494,American Airlines,CLT,PHX,16,FOG,27
AA562,American Airlines,PHX,BOS,16,SUNNY,3
AA634,American Airlines,PHX,PIT,16,STORM,-25
AA751,American Airlines,PHL,DFW,16,SNOW,11
AA1705,American Airlines,PHL,PIT,16,FOG,-25
AA1719,American Airlines,CLT,FLL,16,SUNNY,-9
AA1835,American Airlines,PHL,BOS,16,CLEAR,-7
AA2056,American Airlines,CLT,RDU,16,CLEAR,-15
AS528,Alaska Airlines,SEA,SNA,16,FOG,-10
AS750,Alaska Airlines,SEA,ATL,16,CLEAR,2
EV5132,GoAir,ATL,CHA,16,FOG,-15
B6271,Air India,LGA,FLL,16,SNOW,19
EV2783,Vistara,ACT,DFW,16,SNOW,-22
EV4973,GoAir,GTR,ATL,16,SUNNY,4
OO4769,AirAsia,SJC,LAX,16,SUNNY,7
UA2018,Akasa Air,DEN,EWR,16,CLEAR,-28
UA395,Akasa Air,ORD,SAN,16,CLOUDY,-9
B6170,SpiceJet,FLL,BOS,16,RAIN,-10
DL1475,Delta,ATL,SAV,16,SNOW,-10
F9330,Air India,DEN,MSP,16,SUNNY,-5
MQ3467,SpiceJet,ORD,BWI,16,SUNNY,-13
UA1197,Akasa Air,ANC,SFO,16,CLOUDY,34
B6402,Vistara,FLL,JFK,16,SNOW,2
HA326,SpiceJet,HNL,OGG,16,STORM,3
AA1101,American Airlines,ABQ,DFW,16,STORM,-11
DL1646,Delta,ATL,SEA,16,RAIN,-19
DL1778,Delta,ATL,MEM,16,FOG,-8
DL74,Delta,MSY,ATL,16,CLEAR,-14
DL1287,Delta,SEA,KOA,16,RAIN,8
DL1297,Delta,SRQ,ATL,16,CLOUDY,-9
HA50,Akasa Air,HNL,JFK,16,STORM,-25
HA189,Vistara,KOA,HNL,16,CLEAR,-8
OO2967,Air India,SBA,PHX,16,CLOUDY,-16
OO3033,Vistara,TUS,PHX,16,SUNNY,2
OO4982,AirAsia,SAN,LAX,16,CLOUDY,-11
VX914,IndiGo,SFO,LAS,16,CLEAR,-4
WN3607,Akasa Air,DCA,MDW,16,SUNNY,-2
WN5166,AirAsia,DEN,EWR,16,RAIN,3
WN3560,Air India,ATL,DAL,16,RAIN,11
WN5309,IndiGo,SNA,LAS,16,FOG,7
WN347,SpiceJet,STL,ATL,16,CLOUDY,-6
WN3975,Vistara,LAS,LAX,16,RAIN,-1
WN2767,IndiGo,LAS,PHL,16,STORM,48
WN5417,GoAir,LAX,SMF,16,CLOUDY,33
WN5174,Akasa Air,MCO,BWI,16,STORM,-7
WN1952,GoAir,MCO,MDW,16,RAIN,-25
WN662,Air India,MDW,TPA,16,STORM,-14
WN355,IndiGo,MEM,MDW,16,SUNNY,-10
WN3573,AirAsia,PVD,MCO,16,FOG,8
WN5771,GoAir,RNO,LAS,16,CLOUDY,-6
AA190,American Airlines,DFW,SAT,16,CLOUDY,-10
AA1227,American Airlines,DCA,MIA,16,SNOW,34
AA1453,American Airlines,CLT,ORD,16,FOG,-7
AA2467,American Airlines,DFW,LAX,16,STORM,11
AA437,American Airlines,PHX,ORD,16,SNOW,-3
AA500,American Airlines,SMF,PHX,16,CLEAR,-4
AA545,American Airlines,LAX,PHX,16,CLEAR,-5
AA614,American Airlines,PHX,ATL,16,SNOW,-22
AA639,American Airlines,BOS,PHX,16,CLOUDY,26
AA743,American Airlines,PHL,ORD,16,CLEAR,-19
AA798,American Airlines,MIA,PHL,16,RAIN,-8
AA1899,American Airlines,CLT,MCO,16,RAIN,1
AA2046,American Airlines,CLT,RSW,16,CLOUDY,-10
B61887,GoAir,ORH,MCO,16,STORM,38
B62202,GoAir,JFK,BUF,16,SUNNY,-6
B61198,IndiGo,MCO,LGA,16,CLEAR,-20
HA354,AirAsia,LIH,HNL,16,CLOUDY,16
AA1861,American Airlines,STL,CLT,16,CLEAR,-12
DL1159,Delta,BUF,ATL,16,SUNNY,-2
NK440,Spirit Airlines,FLL,CLE,16,CLEAR,-16
DL1600,Delta,EYW,ATL,16,STORM,-14
EV4360,Air India,ORD,CLE,16,CLOUDY,-10
MQ3228,Vistara,GCK,DFW,16,STORM,12
UA1564,Akasa Air,PBI,EWR,16,SNOW,-8
UA1992,Akasa Air,SRQ,ORD,16,RAIN,26
DL1364,Delta,ATL,MCI,16,CLOUDY,-9
MQ3106,IndiGo,DRO,DFW,16,SUNNY,47
OO4570,IndiGo,TYS,ATL,16,CLOUDY,-6
UA1134,Air India,DEN,AUS,16,RAIN,-10
B61373,AirAsia,JFK,CHS,16,SUNNY,8
DL1732,Delta,CLE,ATL,16,CLOUDY,-2
DL1951,Delta,MIA,ATL,16,FOG,-19
DL2064,Delta,ATL,SDF,16,CLOUDY,-5
DL2101,Delta,ATL,GSO,16,CLEAR,-13
DL2142,Delta,ATL,EWR,16,SUNNY,-25
DL483,Delta,JFK,SEA,16,RAIN,-22
EV4151,GoAir,DCA,EWR,16,FOG,-22
F91117,AirAsia,CLE,LAS,16,STORM,12
F9283,SpiceJet,STL,DEN,16,CLOUDY,-9
UA1148,Air India,MCO,ORD,16,STORM,-11
WN5041,SpiceJet,DAL,ABQ,16,CLEAR,-4
WN1864,AirAsia,DEN,DAL,16,CLEAR,5
WN5234,Akasa Air,BWI,JAX,16,CLOUDY,8
WN2670,GoAir,TPA,CMH,16,STORM,-5
WN5151,AirAsia,DTW,DEN,16,CLEAR,-8
WN1472,Air India,FLL,DCA,16,SNOW,-12
WN910,Air India,LBB,DAL,16,CLOUDY,0
WN1338,Air India,LGA,ATL,16,SNOW,-32
WN673,IndiGo,MCI,LAS,16,SNOW,7
WN3387,GoAir,MCO,HOU,16,CLOUDY,-14
WN1546,Akasa Air,MHT,BWI,16,FOG,12
WN2443,IndiGo,PHX,MDW,16,CLEAR,-36
WN3301,GoAir,SEA,OAK,16,FOG,57
AA182,American Airlines,LAX,LAS,16,SUNNY,-13
AA2355,American Airlines,DFW,OKC,16,STORM,-13
AA486,American Airlines,SAN,PHX,16,SNOW,-13
AA1791,American Airlines,CLT,TPA,16,FOG,-7
AA1843,American Airlines,CLT,ALB,16,SUNNY,-7
AA1889,American Airlines,CLT,BDL,16,CLOUDY,4
AA2036,American Airlines,CLT,SYR,16,CLOUDY,-9
AA2047,American Airlines,CLT,PBI,16,CLEAR,-14
AS863,Alaska Airlines,PDX,OGG,16,SUNNY,-33
AS892,Alaska Airlines,HNL,SAN,16,STORM,-5
DL1166,Delta,ATL,DTW,16,CLEAR,-8
OO5413,GoAir,MKE,ORD,16,CLEAR,63
OO6457,SpiceJet,HDN,LAX,16,CLOUDY,6
DL2182,Delta,ATL,SLC,16,SUNNY,-13
HA278,Air India,HNL,KOA,16,CLEAR,0
DL2206,Delta,ORF,ATL,16,CLEAR,-9
EV4168,Vistara,JAX,ORD,16,RAIN,-24
OO6448,Akasa Air,DFW,LAX,16,FOG,-10
EV2818,Vistara,TYS,DFW,16,CLOUDY,16
OO4766,IndiGo,BNA,DTW,16,CLEAR,2
AA2367,American Airlines,ORD,FLL,16,SUNNY,-25
DL1782,Delta,LGA,PBI,16,FOG,-11
DL1964,Delta,ATL,JAX,16,SNOW,18
DL721,Delta,ATL,MSP,16,FOG,-18
DL1058,Delta,MCO,ATL,16,CLEAR,-18
DL1121,Delta,LGA,FLL,16,STORM,-19
DL1136,Delta,RSW,ATL,16,FOG,-17
DL2281,Delta,ATL,IND,16,RAIN,-3
DL2596,Delta,ATL,CHS,16,FOG,-14
DL2629,Delta,ORD,DTW,16,SUNNY,-5
EV4270,Air India,EWR,SAV,16,STORM,-25
NK1017,Spirit Airlines,ATL,MCO,16,SUNNY,-11
OO4532,IndiGo,PIA,DTW,16,CLOUDY,-2
EV5196,Akasa Air,ATL,CSG,16,CLEAR,-9
EV5227,IndiGo,PHL,DTW,16,STORM,-12
OO4778,Vistara,GEG,SEA,16,FOG,-3
OO4790,SpiceJet,PDX,SEA,16,SNOW,-3
OO5532,IndiGo,LAX,OKC,16,RAIN,-19
UA460,AirAsia,LAX,SFO,16,SUNNY,0
UA596,Air India,IAH,DFW,16,RAIN,-19
UA661,IndiGo,EWR,PBI,16,RAIN,12
UA1192,IndiGo,CMH,DEN,16,RAIN,19
UA1227,IndiGo,LAX,LIH,16,CLOUDY,-18
UA1934,Vistara,EWR,DEN,16,STORM,-4
UA418,Vistara,EWR,SFO,16,CLEAR,-24
VX27,IndiGo,JFK,SFO,16,RAIN,-22
VX592,Vistara,SFO,PSP,16,CLEAR,-12
VX923,GoAir,LAX,SFO,16,CLOUDY,1
WN2225,Akasa Air,DAL,HOU,16,RAIN,-17
WN5203,GoAir,DAL,SEA,16,FOG,-14
WN282,Vistara,BUR,OAK,16,SNOW,-2
WN458,AirAsia,CLE,BWI,16,CLEAR,-1
WN5037,Air India,SNA,SFO,16,CLOUDY,-14
WN3471,Air India,HOU,DAL,16,RAIN,-3
WN5285,Air India,LAS,BUR,16,FOG,5
WN3497,Akasa Air,LAS,DAL,16,SNOW,-2
WN3332,Air India,LAS,MCI,16,FOG,30
WN2857,Akasa Air,MCI,MDW,16,CLOUDY,-7
WN2892,IndiGo,MDW,FLL,16,CLEAR,-18
WN3310,Akasa Air,MDW,HOU,16,FOG,25
WN3114,AirAsia,PHX,SMF,16,CLEAR,7
WN5281,Akasa Air,SJC,SAN,16,CLEAR,44
WN3800,GoAir,SLC,MDW,16,CLOUDY,3
AA112,American Airlines,MCO,MIA,16,SNOW,-5
AA147,American Airlines,BOS,LAX,16,RAIN,-11
AA2384,American Airlines,LAS,LAX,16,SUNNY,-8
AA430,American Airlines,SNA,PHX,16,CLOUDY,-16
AA590,American Airlines,PHX,MCI,16,SNOW,-18
AA601,American Airlines,EWR,PHX,16,FOG,7
AA608,American Airlines,JFK,PHX,16,SNOW,-3
AA683,American Airlines,PHX,EWR,16,SUNNY,-42
AA853,American Airlines,CLT,BUF,16,SNOW,-9
AA1802,American Airlines,CLT,MSY,16,STORM,-8
AA1962,American Airlines,CLT,BWI,16,CLEAR,-12
AA1992,American Airlines,CLT,PVD,16,CLOUDY,16
B62601,Vistara,BUF,JFK,16,FOG,-12
B61392,AirAsia,TPA,BOS,16,CLEAR,27
B61141,AirAsia,BDL,PBI,16,CLOUDY,10
AS64,Alaska Airlines,WRG,KTN,16,SNOW,2
AS443,Alaska Airlines,LAX,SEA,16,RAIN,-8
AS655,Alaska Airlines,DFW,PDX,16,RAIN,-23
EV4300,Vistara,EWR,RIC,16,SUNNY,-11
OO5744,IndiGo,TVC,ORD,16,SNOW,8
EV4165,Air India,FNT,ORD,16,RAIN,-4
MQ3117,GoAir,CLL,DFW,16,SNOW,-12
OO4557,Vistara,MKE,DTW,16,CLEAR,-1
B61182,SpiceJet,RIC,BOS,16,CLOUDY,-9
EV4742,GoAir,LAN,ORD,16,CLOUDY,11
NK727,Spirit Airlines,LBE,FLL,16,SUNNY,26
OO5221,Akasa Air,MSN,DEN,16,CLEAR,-20
EV2747,Air India,DFW,VPS,16,CLOUDY,2
DL768,Delta,PBI,ATL,16,SNOW,11
MQ3310,AirAsia,SJT,DFW,16,SUNNY,-26
OO4569,AirAsia,LAS,SEA,16,SNOW,-11
UA1280,Akasa Air,ORD,ANC,16,FOG,-25
DL1940,Delta,ATL,BDL,16,FOG,-14
DL2081,Delta,ATL,TPA,16,SUNNY,-8
DL2161,Delta,ATL,PHL,16,SNOW,-18
EV2822,SpiceJet,CHA,DFW,16,SUNNY,-9
EV5604,SpiceJet,CAE,ATL,16,SNOW,-14
F9595,AirAsia,BIS,DEN,16,FOG,-18
HA34,SpiceJet,OGG,LAX,16,CLOUDY,20
OO3439,Air India,AUS,PDX,16,RAIN,-29
OO4525,Akasa Air,LAX,TUS,16,FOG,-10
UA650,AirAsia,SFO,AUS,16,STORM,22
UA1696,GoAir,EWR,SEA,16,CLOUDY,-11
VX746,Akasa Air,SFO,SEA,16,STORM,-4
WN5118,Akasa Air,ABQ,DEN,16,RAIN,-15
WN496,IndiGo,BHM,TPA,16,CLOUDY,-19
WN2480,Vistara,BOS,MDW,16,FOG,38
WN3343,AirAsia,BOS,MKE,16,CLOUDY,-3
WN3576,GoAir,BUR,LAS,16,SUNNY,11
WN5346,Air India,BWI,RSW,16,SUNNY,23
WN2339,IndiGo,TPA,SAT,16,STORM,-4
WN5382,Akasa Air,DEN,SAN,16,FOG,-6
WN3485,AirAsia,DEN,SEA,16,FOG,-28
WN3640,IndiGo,ELP,SAT,16,SNOW,-14
WN3295,Vistara,HOU,CRP,16,STORM,28
WN3317,IndiGo,HOU,MDW,16,SUNNY,-15
WN3824,Akasa Air,MKE,TPA,16,FOG,-3
WN2148,AirAsia,OAK,PDX,16,FOG,21
WN3480,Akasa Air,ONT,SJC,16,CLEAR,9
WN3131,Air India,SEA,PHX,16,FOG,19
AA2391,American Airlines,DFW,MIA,16,FOG,4
AA2403,American Airlines,LAX,STL,16,SUNNY,-32
AA548,American Airlines,LAS,PHX,16,RAIN,-6
AA637,American Airlines,CLT,LAS,16,RAIN,20
AA1745,American Airlines,CLT,PIT,16,RAIN,-10
AA1821,American Airlines,CLT,DTW,16,SUNNY,1
AA2019,American Airlines,CLT,SEA,16,CLOUDY,-24
AA2029,American Airlines,CLT,SFO,16,FOG,11
B689,GoAir,JFK,SAN,16,SNOW,7
B6523,AirAsia,JFK,LAX,16,CLOUDY,-11
AS315,Alaska Airlines,SFO,SEA,16,SUNNY,80
AS714,Alaska Airlines,PDX,SLC,16,STORM,2
AS775,Alaska Airlines,ABQ,SEA,16,CLOUDY,-31
B61980,Akasa Air,LGB,LAS,16,STORM,21
B61551,AirAsia,BOS,MCO,16,CLOUDY,-19
DL2098,Delta,AUS,ATL,16,SNOW,-22
DL2231,Delta,LGA,DTW,16,CLEAR,-20
OO5504,Air India,SFO,PHX,16,FOG,-6
UA467,Akasa Air,CLE,DEN,16,STORM,-3
UA385,Vistara,EWR,IAH,16,STORM,36
MQ3091,GoAir,CMI,ORD,16,STORM,-6
DL826,Delta,ATL,CLT,16,SNOW,-15
MQ3321,GoAir,ROW,DFW,16,CLOUDY,8
DL1534,Delta,IND,ATL,16,SNOW,-9
DL459,Delta,JFK,SLC,16,STORM,-24
DL1115,Delta,ATL,PHX,16,SNOW,6
EV2788,AirAsia,DFW,BPT,16,CLOUDY,-3
